#,Name,Notes,Player,,Date,Player Video,Difficulty,verifier?
22,-Sirius-,iPad,GDxPiano,,2026-02-11,https://www.youtube.com/watch?v=eLxGvb7YUlE,demon-medium,y
23,Deadlocked,iPad,GDxPiano,,2026-02-27,https://www.youtube.com/watch?v=IlpmP1YiSRE,demon-medium,y
24,Theory of Everything II,iPad,GDxPiano,,2026-02-07,https://www.youtube.com/watch?v=cbll6sTbiXQ,demon-easy,y
25,iSpyWithMyLittleEye 1.25x speed,iPad,GDxPiano,,2026-06-29,https://www.youtube.com/watch?v=ZiksPox5xJE,demon-easy,
26,Deadlocked 83%,"iPhone; 1st, 2nd, 3rd coin",keytoucher1434,,2026-05-27,https://www.instagram.com/p/DY20-U9AeK1/,demon-medium,
27,Fingerdash 1.5x speed,"iPad, no coins",GDxPiano,,2026-05-11,https://www.youtube.com/watch?v=sqaFTg0eY5c,insane,
28,Windy Landscape 68-100%,keyboard,Ladidady,,2026-01-03,https://www.youtube.com/shorts/LrELiKnman8,demon-insane,
29,Jumper 2 hands + foot,"Joy-Con with foot; 1st, 2nd, 3rd coin",funkopotamuswes,,2026-05-14,https://www.instagram.com/p/DYVVEOcPoh6/,harder,y
30,Clubstep,"iPad; 1st, 2nd, 3rd coin",GDxPiano,,2026-01-18,https://www.youtube.com/watch?v=vgMYoMAkeJY,demon-easy,
31,Clubstep,iPad; 1st coin,OllieCR,,2025-12-15,https://www.instagram.com/p/DSSieuEDGbd/,demon-easy,y
32,Acu 26%,"keyboard, ",LShrinkOn,,2026-03-22,https://www.tiktok.com/@lshrinkon/video/7619927207149948190,demon-extreme,
33,Electrodynamix,iPad,GDxPiano,,2026-01-16,https://www.youtube.com/watch?v=FfD3s8zRr1M,insane,y
34,Electroman Adventures ,"keyboard; 1st, 2nd, 3rd coin",veinti.28,,2026-03-20,https://www.tiktok.com/@veinti.28/video/7619178601950268692,insane,
35,Slaughterhouse 26-32%,"keyboard, ",LShrinkOn,,2026-03-22,https://www.tiktok.com/@lshrinkon/video/7619927847217417502,demon-extreme,
36,Sakupen Hell 16%,"keyboard, ",LShrinkOn,,2026-03-22,https://www.tiktok.com/@lshrinkon/video/7619923850704260382,demon-extreme,
37,Azurite 42-67%,keyboard,veinti.28,,2026-07-17,https://www.instagram.com/p/Da4OZxmPaud/,demon-extreme,
38,Supersonic 5%,keyboard,Aurorae_Drago,,2024-09-10,https://www.youtube.com/shorts/7UkDF8fb0eo,demon-insane,
39,Astralith,keyboard,juderb,,2025-11-23,https://www.youtube.com/watch?v=kP8MXMnmYBs,demon-easy,y
40,iSpyWithMyLittleEye,iPad,GDxPiano,,2025-12-30,https://www.youtube.com/watch?v=JxQ1zD-3Fm4,demon-easy,y
41,iSpyWithMyLittleEye,iPad,Pianotopian,,2026-01-18,https://www.youtube.com/watch?v=awXyisjfTWI,demon-easy,
42,iSpyWithMyLittleEye,keyboard,veinti.28,,2026-06-26,https://www.instagram.com/p/DaBR0BTJlKi/,demon-easy,
43,Clutterfunk,"iPad; 1st, 2nd, 3rd coin",GDxPiano,,2026-01-22,https://www.youtube.com/watch?v=6EUXGKddaRc,insane,
44,Clutterfunk,iPad; all 3 coins,Pianotopian,,2026-07-25,https://www.youtube.com/watch?v=Ca_u2knIXNw,insane,
45,Clutterfunk,iPad; 3rd coin,resonance.society,,2026-04-18,https://www.tiktok.com/@resonance.society/video/7629973744315895061,insane,
46,Clutterfunk,iPad; no coins,OllieCR,,2025-12-12,https://www.instagram.com/p/DSK6WPjDFbm/,insane,
47,Clutterfunk,iPad;,AlphaLynx,,2025-11-25,https://www.youtube.com/shorts/RYu00nx4Vko,insane,
48,Clutterfunk,keyboard,ETM_Games,,2022-01-11,https://www.youtube.com/watch?v=HzwSfX68hYM,insane,y
49,Unnerfed Sakupen Circles 39%,iPad,GDxPiano,,2026-05-24,https://www.youtube.com/watch?v=ZUab-Ew8AyY ,demon-extreme,
50,Fingerdash,"iPhone; 1st, 2nd, 3rd coin",keytoucher1434,,2026-01-25,https://www.instagram.com/p/DT876EXEcyp/,insane,y
51,Bloodbath 53-71%,iPhone,bloonkbok,,2026-06-08,https://www.tiktok.com/@bloonkbok/video/7648891019068460319,demon-extreme,
52,LIMBO 82-100%,iPad,GDxPiano,,2026-06-13,https://www.youtube.com/watch?v=jOLl8fY79B0 ,demon-extreme,
53,LIMBO 82-100%,keyboard,juderb,,2026-08-01,https://discord.com/channels/1513904060632137879/1525709287316394045/1533108621208977518,demon-extreme,
54,Sonic Wave 16%,iPad,OllieCR,,2025-12-14,https://www.tiktok.com/@olliecrpiano/video/7583729628544535830,demon-extreme,
55,Poltergeist 26%,keyboard,keytoucher1434,,2026-06-02,https://www.instagram.com/p/DZD25zCxdZN/,demon-insane,
56,Wasureta 9-20%,iPhone,keytoucher1434,,2026-03-12,https://www.instagram.com/p/DVzoNb3kcyg/,demon-extreme,
57,ReTraY blindfolded,iPad,GDxPiano,,2026-03-23,https://www.youtube.com/watch?v=GrFXq8l65oo,normal,y
58,Acu 13%,keyboard,keytoucher1434,,2026-05-31,https://www.instagram.com/p/DZBe-1BxuDr/,demon-extreme,
59,Take Two 45%,"keyboard, 2P level",keytoucher1434,,2026-05-14,https://www.instagram.com/p/DYVXQVERc6Q/,demon-medium,
60,Mountain King 64%,iPhone,keytoucher1434,,2026-02-07,https://www.instagram.com/p/DUefqF9kRyx/,demon-medium,
61,Sakupen Egg 39%,"keyboard, ",LShrinkOn,,2026-03-22,https://www.tiktok.com/@lshrinkon/video/7619923602518887711,demon-medium,
62,Deadlocked 36%,"keyboard, ",LShrinkOn,,2026-03-22,https://www.tiktok.com/@lshrinkon/video/7619922942645816607,demon-medium,
63,SpongeBob heart monitor 96%,"keyboard, ",LShrinkOn,,2026-03-22,https://www.tiktok.com/@lshrinkon/video/7619924804627352862,unrated,
64,Jumper,"iPad; 1st, 2nd, 3rd coin",Pianotopian,,2026-01-24,https://www.youtube.com/watch?v=RggnOC4oC8k,harder,
65,Jumper ,iPad; 2nd coin,AlphaLynx,,2025-11-05,https://www.instagram.com/p/DQswMHokTOe/,harder,y
66,Jumper,iPad; 2nd coin,resonance.society,,2026-04-03,https://www.tiktok.com/@resonance.society/video/7624367902136798485,harder,
67,Jumper,iPad,alvarolmrr,,2025-11-14,https://www.youtube.com/shorts/-Mn2RpFm57g,harder,
68,Jumper,keyboard; 2nd coin,veinti.28,,2026-04-18,https://www.instagram.com/reel/DXSobJYCXAv/,harder,
69,Jumper,keyboard;,lislpiano,,2026-03-25,https://www.tiktok.com/@lislpiano/video/7621192235937287446,harder,
70,Fingerdash,iPad,alvarolmrr,,2026-03-10,https://www.youtube.com/shorts/dDY4dJIBaPk,insane,
71,Hexagon Force,"iPad, ",GDxPiano,,2026-01-11,https://www.youtube.com/watch?v=GcGnEQPdPc4,insane,y
72,Hexagon Force,keyboard,veinti.28,,2026-05-09,https://www.instagram.com/p/DYGBT65PFCc/,insane,
73,MikuMikuMikuMiku 42%,keyboard,keytoucher1434,,2026-06-26,https://www.instagram.com/p/DaEhhulxR5m/,demon-insane,
74,Theory of Everything,iPad,AlphaLynx,,2025-12-05,https://www.youtube.com/shorts/8g5RTuzHY-o,insane,y
75,Theory of Everything,iPad;,gabry.r.04,,2026-07-24,https://www.instagram.com/reels/DbIXD0yiLPw/,insane,
76,xStep,"iPad; 2nd, 3rd coin",Pianotopian,,2026-07-11,https://www.youtube.com/watch?v=Jvdz4NMMDQU,insane,
77,xStep,iPad,AlphaLynx,,2025-11-19,https://www.instagram.com/reel/DRN_WOEgeRf/,insane,y
78,xStep,iPad; 1st coin,resonance.society,,2026-04-06,https://www.tiktok.com/@resonance.society/video/7625398926719438100,insane,
79,xStep,keyboard; all 3 coins,veinti.28,,2026-04-01,https://www.tiktok.com/@veinti.28/video/7623658836292947220,insane,
80,xStep,keyboard; all 3 coins,xArash7,,2026-07-12,https://www.youtube.com/watch?v=oTd5GoBTMvA,insane,
81,Time Machine,"iPad; 1st, 2nd coins",AlphaLynx,,2025-11-11,https://www.instagram.com/reel/DQ7AABDCeuc/,harder,y
82,Time Machine,"iPad; 1st, 3rd coin",resonance.society,,2026-04-04,https://www.tiktok.com/@resonance.society/video/7624730490087476500,harder,
83,Time Machine,iPad,Pianotopian,,2026-03-01,https://www.youtube.com/watch?v=b_JTHeaQd-E,harder,
84,Time Machine,iPad,alvarolmrr,,2025-11-29,https://www.youtube.com/shorts/brGa_m0dbts,harder,
85,Sunshine,iPad,Pianotopian,,2026-07-15,https://www.youtube.com/watch?v=S5GRdSUHBSM,harder,
86,Sunshine,keyboard,veinti.28,,2026-05-16,https://www.instagram.com/p/DYaEPJnvUV-/,harder,y
87,Power Trip,iPad,Pianotopian,,2026-01-09,https://www.youtube.com/watch?v=7QhzGRp4b3c,harder,y
88,Nock Em,iPad,Pianotopian,,2025-12-22,https://www.youtube.com/watch?v=xQQnB5pVSMQ,hard,y
89,Blast Processing,iPad,Pianotopian,,2025-12-31,https://www.youtube.com/watch?v=SEItiSlKfeU,harder,
90,Blast Processing,iPad,GDxPiano,,2026-01-05,https://www.youtube.com/watch?v=WyEX5C-kObE,harder,
91,Blast Processing,iPad,alvarolmrr,,2025-12-28,https://www.youtube.com/shorts/5m-g1pAFKH0,harder,y
92,Electroman Adventures,"iPad, all 3 coins",AlphaLynx,,2025-12-09,https://www.instagram.com/reel/DSBlDaliTRh/,insane,y
93,Geometrical Dominator,iPad,alvarolmrr,,2026-01-13,https://www.youtube.com/shorts/1gn75E-Z7ZA,harder,y
94,The Nightmare,iPad,GDxPiano,,2026-01-09,https://www.youtube.com/watch?v=YVrqJW_jgn8,demon-easy,y
95,The Nightmare,"keyboard, ",LShrinkOn,,2026-03-22,https://www.tiktok.com/@lshrinkon/video/7619926885153197342,demon-easy,
96,Cant Let Go,"iPad; 1st, 2nd, 3rd coin",AlphaLynx,,2025-11-02,https://www.instagram.com/p/DQkjNVgks4M/,hard,y
97,Cant Let Go,"iPad; 1st, 2nd, 3rd coin",Pianotopian,,2025-11-24,https://www.youtube.com/watch?v=th3xdQFE87Q,hard,
98,Cant Let Go,iPad; all 3 coins,resonance.society,,2026-04-01,https://www.tiktok.com/@resonance.society/video/7623670627031108884,hard,
99,Cant Let Go,iPad,alvarolmrr,,2025-11-06,https://www.youtube.com/shorts/qS64lxTR1_U,hard,
100,Cant Let Go,"keyboard; 1st, 2nd, 3rd coin",veinti.28,,2026-06-18,https://www.instagram.com/p/DZvWbtMJOh6/,hard,
101,Cant Let Go,"keyboard; 1st, 2nd coin",keytoucher1434,,2025-11-16,https://www.tiktok.com/@keytoucher1434/video/7573445894188715295,hard,
102,Back on Track 2 hands,iPad,OllieCR,,2025-12-11,https://www.instagram.com/p/DSIPNNkjDuV/,easy,
103,Cycles,iPad; all 3 coins,OllieCR,,2025-12-16,https://www.instagram.com/reels/DSVFqVGjPkR/,harder,
104,Cycles,"iPad; 1st, 2nd coins",AlphaLynx,,2025-11-15,https://www.instagram.com/reel/DRDmNrZAVHf/,harder,y
105,Cycles,"iPad; 1st, 3rd coin",Pianotopian,,2026-05-14,https://www.youtube.com/watch?v=BbuKXmi9s_0,harder,
106,Cycles,iPad; all 3 coins,pianotensor,,2026-04-15,https://www.instagram.com/p/DXJBvRWDtHB/,harder,
107,Cycles,iPad,resonance.society,,2026-04-05,https://www.tiktok.com/@resonance.society/video/7625073639041289492,harder,
108,Cycles,iPad,alvarolmrr,,2025-12-14,https://www.youtube.com/shorts/JMyeCD5dO3c,harder,
109,Cycles,keyboard; all 3 coins,xArash7,,2026-07-11,https://www.youtube.com/watch?v=BD_BVQCbfBM,harder,
110,Cycles,keyboard,veinti.28,,2026-04-14,https://www.instagram.com/p/DXHu3VXj3eU/,harder,
111,Press Start,iPad,Pianotopian,,2025-12-13,https://www.youtube.com/watch?v=b1sQf4IJec4,normal,y
112,Airborne Robots,iPad,Pianotopian,,2025-12-27,https://www.youtube.com/watch?v=6yta8dnduzE,hard,y
113,Xmas Challenge,iPad,Pianotopian,,2025-12-25,https://www.youtube.com/watch?v=r5crtpnf894,easy,y
114,Dry Out,iPad; all 3 coins,AlphaLynx,,2025-10-19,https://www.instagram.com/reel/DP95TcTklLI/,normal,y
115,Dry Out,"iPad; 1st, 2nd coin",resonance.society,,2026-03-30,https://www.tiktok.com/@resonance.society/video/7622935210782461205,normal,
116,Dry Out ,iPad,Pianotopian,,2025-11-02,https://www.youtube.com/watch?v=xP6FKVvPEwc,normal,
117,Dry Out,iPad,alvarolmrr,,2025-10-30,https://www.youtube.com/shorts/LuWxKv7Gwnc,normal,
118,Dry Out,keyboard;,Mestra_Flow,,2026-07-21,https://www.instagram.com/reel/DbCL32bx6mh/,normal,
119,Childlike,keyboard,LShrinkOn,,2026-03-22,https://www.tiktok.com/@lshrinkon/video/7619925719782526239,unrated,y
120,The Seven Seas,iPad,Pianotopian,,2025-12-07,https://www.youtube.com/watch?v=6EDw8Y8W1JQ,easy,y
121,Base After Base,"iPhone; 1st, 2nd, 3rd coin",bloonkbok,,2026-06-01,https://www.tiktok.com/@bloonkbok/video/7646191872490196255,hard,
122,Base After Base,"Phone; 1st, 2nd, 3rd coin",FreezeMario,,2025-12-17,https://www.youtube.com/watch?v=b0zdRoavmK0,hard,
123,Base After Base,iPad; all 3 coins,AlphaLynx,,2025-10-23,https://www.instagram.com/reel/DQIdwYlgWIq/,hard,y
124,Base After Base,"iPad; 1st, 2nd, 3rd coin",Pianotopian,,2025-11-09,https://www.youtube.com/watch?v=YesfEqsw8CA,hard,
125,Base After Base,iPad; all 3 coins,resonance.society,,2026-03-31,https://www.tiktok.com/@resonance.society/video/7623312752521547028,hard,
126,Base after Base,iPad,alvarolmrr,,2025-11-02,https://www.youtube.com/shorts/H0G9V3V3zqY,hard,
127,Base After Base,"keyboard; 1st, 2nd, 3rd coin",veinti.28,,2026-05-26,https://www.instagram.com/p/DYyeWz7Mawg/,hard,
128,Base After Base,keyboard,Mestra_Flow,,2026-06-29,https://www.tiktok.com/@mestra_flow/video/7656627499916463368,hard,
129,Base after Base,keyboard;,Faviero,,2026-04-28,https://www.youtube.com/live/fiNW1H52ouc?si=P4gbm67Ph3gJmADJ&t=3685,hard,
130,Nine Circles 23%,iPhone,keytoucher1434,,2025-12-14,https://www.instagram.com/p/DSOeY-BEZK3/,demon-hard,
131,Jawbreaker 37%,iPhone,keytoucher1434,,2025-12-22,https://www.instagram.com/p/DSi1kfYkSx5/,demon-hard,
132,Change of Scene 2 hands + foot 74-83%,keyboard,is_that_radders,,2026-02-17,https://www.tiktok.com/@is_that_radders/video/7607618367570136342,demon-easy,
133,Polargeist,iPad;,Pianotopian,,2024-12-30,https://www.youtube.com/watch?v=yCS7v3RT9UA,normal,y
134,Polargeist,iPad;,AlphaLynx,,2025-10-04,https://www.instagram.com/reel/DPXS41agUC1/,normal,
135,Polargeist,iPad; ,resonance.society,,2026-03-29,https://www.tiktok.com/@resonance.society/video/7622486388465847572,normal,
136,Polargeist,iPad,alvarolmrr,,2025-10-28,https://www.youtube.com/shorts/qhl3CH0_C6s,normal,
137,Polargeist,keyboard;,lislpiano,,2026-01-21,https://www.tiktok.com/@lislpiano/video/7597784660197903638,normal,
138,Polargeist,keyboard;,Faviero,,2026-04-28,https://www.youtube.com/live/fiNW1H52ouc?si=ffYrr5UpnJI8otuk&t=1876,normal,
139,Viking Arena,iPad,Pianotopian,,2025-12-19,https://www.youtube.com/watch?v=Rcvwsl841Wo,normal,y
140,Bloodbath 93-99%,"keyboard, ",LShrinkOn,,2026-03-22,https://www.tiktok.com/@lshrinkon/video/7619924513488211230,demon-extreme,
141,Bloodbath 7%,"keyboard, ",LShrinkOn,,2026-03-22,https://www.tiktok.com/@lshrinkon/video/7619925932614225182,demon-extreme,
142,Allegiance 30-46%,keyboard,xArash7,,2026-07-31,https://www.tiktok.com/@xarash07/video/7668880530686922000,demon-extreme,
143,Bloodbath 16-27%,iPad,OllieCR,,2025-12-13,https://www.instagram.com/p/DSNajvyDOsb/,demon-extreme,
144,Bloodbath 4%,iPhone,keytoucher1434,,2025-12-23,https://www.instagram.com/p/DSoByY3kekB/,demon-extreme,
145,The Challenge,iPad,Pianotopian,,2025-12-25,https://youtu.be/r5crtpnf894?si=yP-8Y_iSX767hQ3v&t=87,unrated,y
146,Stereo Madness,"iPad, beat with toe",shasaid1thing,,2026-01-10,https://www.tiktok.com/@shasaid1thing/video/7593823603011947809,easy,
147,Stereo Madness,foot; keyboard; 1st coin,Mestra_Flow,,2026-07-14,https://www.instagram.com/p/DawPB9rRcZw/,easy,
148,Stereo Madness,keyboard; GarageBand piano,LShrinkOn,,2026-03-17,https://www.instagram.com/p/DV9TxIgEika/,easy,
149,Stereo Madness,iPhone; all 3 coins,Paulthefourth4,,2022-08-15,https://www.youtube.com/watch?v=EZ7g_gikTs0,easy,
150,Stereo Madness,iPhone; 1st coin,BluetubeGaming,,2022-07-27,https://www.youtube.com/watch?v=p5Q5pcv8uCw,easy,
151,Stereo Madness,iPhone; beatboxing,Awalbrok,,2022-06-05,https://www.youtube.com/watch?v=l1f9vn8Y5fE ,easy,
152,Stereo Madness ,"iPhone,",GDNinjaOfficial,,2026-06-10,https://www.youtube.com/shorts/LFj0mjoY1ZE,easy,
153,Stereo Madness,Phone,BeatBakstBeatboxing,,2026-06-10,https://www.youtube.com/shorts/dJOIkUv7i_I,easy,
154,Stereo Madness,phone; 2nd coin,JeromeJD69,,2026-07-14,https://www.youtube.com/shorts/LEA4bcUh8tI,easy,
155,Stereo Madness,iPhone;,plungeris,,2026-05-02,https://www.tiktok.com/@plungeris/video/7635520615138659592,easy,
156,Stereo Madness ,"iPad, all coins",Pianotopian,,2023-12-31,https://www.youtube.com/watch?v=0UwOPivdzCA,easy,
157,Stereo Madness ,"iPad, all coins",AlphaLynx,,2025-09-28,https://www.instagram.com/reel/DPHyQVhElvg/,easy,
158,Stereo Madness,iPad; all 3 coins,austonwang,,2026-01-18,https://www.tiktok.com/@austonwang/video/7596504350768385311,easy,
159,Stereo Madness ,iPad,ollie_r08,,2025-10-03,https://www.tiktok.com/@ollie_r08/video/7557153626964217143,easy,
160,Stereo Madness ,iPad,Vegtam,,2024-07-25,https://youtu.be/5JJ8REGo23Q?si=Vkdem_lSNTL85YVi,easy,
161,Stereo Madness,iPad,notsethagain,,2026-03-11,https://www.tiktok.com/@notsethagain/video/7615845365966785823,easy,
162,Stereo Madness,iPad;,resonance.society,,2026-03-27,https://www.tiktok.com/@resonance.society/video/7621749199201275157,easy,
163,Stereo Madness,iPad,alvarolmrr,,2025-10-25,https://www.youtube.com/shorts/ouSWNu0xwfg,easy,
164,Stereo Madness,iPad,Dowly,,2019-09-21,https://www.youtube.com/watch?v=sV0j-HCCJbE,easy,y
165,Stereo Madness,keyboard; all 3 coins,penguinxlabs,,2026-03-02,https://www.instagram.com/p/DVXqvnQjvht/,easy,
166,Stereo Madness,keyboard; all 3 coins,veinti.28,,2026-03-02,https://www.tiktok.com/@veinti.28/video/7612560247500131605?lang=en,easy,
167,Stereo Madness,keyboard; all 3 coins,jonahbtmusic,,2026-01-23,https://www.instagram.com/reel/DT1iA97jGmH/,easy,
168,Stereo Madness,keyboard; all 3 coins,_ya_russkiy_,,2026-07-13,https://www.tiktok.com/@_ya_russkiy_/video/7662070458698845458?lang=en,easy,
169,Stereo Madness,keyboard;,Faviero,,2026-04-28,https://www.youtube.com/live/fiNW1H52ouc?si=d8nGjiSwhi1gP-DJ&t=306,easy,
170,Stereo Madness ,keyboard,aidanplayspiano1,,2026-01-24,https://www.tiktok.com/@aidanplayspiano1/video/7599100574453304589,easy,
171,Stereo Madness,keyboard,rodacosta22,,2026-06-21,https://www.tiktok.com/@rodacosta22/video/7653649886503554312,easy,
172,Stereo Madness,keyboard,Mestra_Flow,,2026-05-21,https://www.tiktok.com/@mestra_flow/video/7642178919839337736,easy,
173,Stereo Madness,keyboard;,lislpiano,,2026-01-17,https://www.tiktok.com/@lislpiano/video/7596304326394694915,easy,
174,Stereo Madness,keyboard;,RowOGD,,2025-12-29,https://www.youtube.com/watch?v=a6zfIiGVjx4,easy,
175,Stereo Madness,keyboard,ryanhobbiesandfun,,2026-01-10,https://www.youtube.com/watch?v=Ocan8HW5thY,easy,
176,Stereo Madness,keyboard,cplayergod3,,2026-07-11,https://www.tiktok.com/@cplayergod3/video/7661072078178749717,easy,
177,Stereo Madness,keyboard,xArash7,,2026-07-11,https://www.youtube.com/watch?v=oBBNgm7ysLI,easy,
178,Stereo Madness,keyboard; 2nd coin,AwakeNothingik,,2026-07-13,https://www.youtube.com/shorts/VOeP11BkidM,easy,
179,Stereo Madness,keyboard; 2nd coin,Tiohorchata,,2026-07-21,https://www.tiktok.com/@adriquijano19/video/7664873725870886165,easy,
180,Stereo Madness,keyboard; browser knockoff gd?,DeDumplingGamer,,2025-11-26,https://www.youtube.com/watch?v=J3TZlaQj8qU,easy,
181,Stereo Madness,keyboard; browser knockoff gd?,joshhowth,,2026-05-12,https://www.tiktok.com/@joshhowth/video/7639097131562814752,easy,
182,Back on Track,"iPhone, all coins",jerryyyzhang,,2026-05-19,https://www.tiktok.com/@jerryyyzhang/video/7641448518669847822,easy,
183,Back on Track,Phone; all 3 coins,JeromeJD69,,2026-07-26,https://www.youtube.com/shorts/A_HUGJzCHfE,easy,
184,Back on Track,trackpad,mikeys_piano,,2025-11-22,https://www.instagram.com/p/DRW8ZXUilAq/,easy,
185,Back on Track,iPad; all 3 coins,Pianotopian,,2024-07-13,https://www.youtube.com/watch?v=sCumMcGZY40,easy,y
186,Back on Track,iPad; all 3 coins,RyotaF.Z,,2024-09-14,https://www.youtube.com/watch?v=jXzP73_l5BY,easy,
187,Back on Track,"iPad, all coins",AlphaLynx,,2025-09-30,https://www.instagram.com/reel/DPNP6X9j82y/,easy,
188,Back on Track,iPad,resonance.society,,2026-04-01,https://www.tiktok.com/@resonance.society/video/7623670627031108884,easy,
189,Back on Track,iPad,TheEpicGamerBoyYT,,2025-11-26,https://www.youtube.com/watch?v=Klb0VA-VvDk,easy,
190,Back on Track,iPad;,shasaid1thing,,2026-01-12,https://www.tiktok.com/@shasaid1thing/video/7594538281673461025,easy,
191,Back on Track,iPad,alvarolmrr,,2025-10-26,https://www.youtube.com/shorts/5Ouue7q3p24,easy,
192,Back on Track,keyboard; all 3 coins,veinti.28,,2026-03-03,https://www.tiktok.com/@veinti.28/video/7612921673582464277,easy,
193,Back on Track,keyboard; all 3 coins,xArash7,,2026-07-09,https://www.youtube.com/watch?v=tEE2pxyNd4g,easy,
194,Back on Track,keyboard; all 3 coins,_ya_russkiy_,,2026-07-14,https://www.tiktok.com/@_ya_russkiy_/video/7662109620973931784,easy,
195,Back on Track,keyboard; all 3 coins,BluetubeGaming,,2026-07-21,https://www.youtube.com/watch?v=Kz3SCpNNtHA,easy,
196,Back on Track,keybaord; ,lislpiano,,2026-01-18,https://www.tiktok.com/@lislpiano/video/7596692934171397398,easy,
197,Back on Track,keyboard,dena1628,,2026-06-10,https://www.tiktok.com/@dena1628/video/7649519518896688406,easy,
198,Back on Track,keyboard,Mestra_Flow,,2026-07-01,https://www.tiktok.com/@mestra_flow/video/7657398501847878920,easy,
199,Back on Track,keyboard;,Faviero,,2026-04-28,https://www.youtube.com/live/fiNW1H52ouc?si=nfjvkmzhtl7512KP&t=1048,easy,
200,Back on Track,keyboard,jonahbtmusic,,2026-01-26,https://www.instagram.com/reels/DT9BH1KD854/,easy,
201,Future Funk 5%,iPhone,keytoucher1434,,2026-01-11,https://www.instagram.com/p/DTYPjXLEeQS/,demon-hard,
202,Unnerfed Sakupen Circles 80-100%,iPad,GDxPiano,,2026-05-24,https://www.youtube.com/watch?v=ZUab-Ew8AyY ,demon-extreme,
203,yt shorts wave challenge,iPhone,alexpiano111,,2025-10-25,https://www.tiktok.com/@alexpiano111/video/7565252376563551501,unrated,y
OLD,Deadlocked 28%,iPhone,keytoucher1434,OLD,2025-12-08,https://www.youtube.com/shorts/Nsf08Z3_6UQ,demon-medium,
OLD,Mountain King 34%,iPhone,keytoucher1434,OLD,2025-12-31,https://www.instagram.com/p/DS6Mc6iEZ_1/,demon-medium,
OLD,Deadlocked 47%,iPhone; 1st coin,keytoucher1434,OLD,2026-03-03,https://www.instagram.com/p/DVZ8iRKEYvX/,demon-medium,
OLD,Jawbreaker 97%,iPad,GDxPiano,OLD,2026-04-11,https://www.youtube.com/watch?v=pEJA6VHB8xs,demon-hard,
OLD,Acu 6%,iPhone,keytoucher1434,OLD,2026-05-26,https://www.instagram.com/p/DY0tpStRwQQ/,demon-extreme,
OLD,Sonic Wave 28-37,keyboard,nilgd666,OLD,2026-07-06,https://www.tiktok.com/t/ZP8GmEV5c/,demon-extreme,
OLD,Sonic Wave 28-48,keyboard,nilgd666,OLD,2026-07-07,https://www.tiktok.com/t/ZP8GHJooo/,demon-extreme,
